,8/12/2021 18:22:38,,Office Manager,,United States,,WA,,Seattle,,"55,000.00",,USD,,"$55,000.00",,11-50,,2-5,,26.44,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Transit Support, Vision Insurance",,No,,Yes,,No,,,,,
,8/12/2021 18:23:11,,Producer II,,Canada,,Ontario,,Toronto,,"80,000.00",,CAD,,"$58,664.40",,51-250,,6-10,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/12/2021 18:24:11,,Animation Lead,,Canada,,British Columbia,,Vancouver,,"78,000.00",,USD,,"$78,000.00",,11-50,,11-15,,37,,Female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Paid Leave, Sick Leave, Vision Insurance, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/12/2021 18:25:33,,2D Artist,,United States,,Washington,,Seattle,,"65,000.00",,USD,,"$65,000.00",,11-50,,6-10,,40,,Male (trans),,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Work From Home",,Yes,,No,,No,,This is contract rate,,,
,8/12/2021 18:29:36,,Lead Programmer,,New Zealand,,Wellington,,Wellington,,"60,000.00",,AUD,,"$40,057.50",,1-10,,6-10,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Paid Leave, Sick Leave, Work From Home",,No,,Yes,,Yes,,,,,
,8/12/2021 18:30:05,,Lead Engineer,,United States,,WA,,Seattle,,"180,000.00",,USD,,"$180,000.00",,11-50,,11-15,,,,Male,,No,,No,,"American Indian or Alaskan Native (Original Peoples of North and South America), White (Original Peoples of Eastern Europe )",,"Dental Insurance, Flexible Work Hours, Maternity Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance, Work From Home",,No,,Yes,,Yes,,"Happy to share some data. Seattle area is almost competitive with tech, around 15-20% less based on recent offers and hiring",,Hiring seems to be picking up pretty quickly. But the hiring *process* is garbage right now. People are still learning how to hire remotely. Be patient.,
,8/12/2021 18:32:09,,Game Programmer,,Canada,,Ontario,,,,"36,000.00",,CAD,,"$26,398.98",,51-250,,0-1,,18,,Non-binary,,Yes,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Flexible Work Hours, Work From Home",,Yes,,No,,No,,,,,
,8/12/2021 18:33:03,,Lead Game Designer,,United States,,,,,,"104,000.00",,USD,,"$104,000.00",,1000+,,16+,,54,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home",,No,,Yes,,Yes,,Less than 10% of managers in the industry will fight for you. You have to fight for your salary. You're worth it. ,,"Confidence, Confidence, Confidence. Even if it's faux.",
,8/12/2021 18:34:18,,QA Functional Tester,,United States Of America,,Minnesota,,Minneapolis,,"31,000.00",,USD,,"$31,000.00",,1000+,,2-5,,15,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.), Work From Home",,No,,No,,No,,"Our benefits are taken from our pay, none are offered for free. WFH is only allowed due to the pandemic",,,
,8/12/2021 18:34:20,,Senior Engineer,,Australia,,Victoria,,Melbourne,,"95,000.00",,AUD,,"$63,424.38",,51-250,,6-10,,,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Sick Leave",,Yes,,No,,No,,,,,
,8/12/2021 18:35:39,,3D Environment Artist,,United States of America,,California,,San Diego,,"68,000.00",,USD,,"$68,000.00",,11-50,,0-1,,35,,Male,,Yes,,No,,White (Original Peoples of Eastern Europe ),,No benefits,,No,,No,,No,,"I work as an independent contractor right now, so no benefits as a result of that",,,
,8/12/2021 18:37:51,,Community Manager,,Germany,,,,,,"27,600.00",,EUR,,"$29,255.59",,51-250,,2-5,,12,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Maternity Leave, Sick Leave, Work From Home",,No,,Yes,,No,,Remote work for a company located in southern America,,"Rejections don't mean you're not qualified but it simply not being the right place, the right team. Never sell yourself short or let that keep you from keep trying and believing in yourself.",
,8/12/2021 18:39:35,,Senior Programmer,,United States,,California,,San Francisco,,"125,000.00",,USD,,"$125,000.00",,51-250,,6-10,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Transit Support, Work From Home",,No,,Yes,,No,,,,,
,8/12/2021 18:39:55,,Technical Evangelist,,Chile,,Region Metropolitana,,Santiago,,"80,000.00",,USD,,"$80,000.00",,51-250,,11-15,,37,,Male,,No,,No,,Latino,,"Flexible Work Hours, Sick Leave, Work From Home",,Yes,,No,,No,,,,,
,8/12/2021 18:40:42,,QA Tester,,USA,,MN,,Minneapolis,,"31,200.00",,USD,,"$31,200.00",,1000+,,0-1,,15,,Male,,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.), Sick Leave, Work From Home",,No,,No,,No,,"WFH is temporary until the pandemic winds down, and even then some people aren't given the option to work from home. All benefits are deducted from my paycheck.",,,
,8/12/2021 18:45:41,,Social Marketing Associate II,,USA,,WA,,Seattle,,"78,265.00",,USD,,"$78,265.00",,251-1000,,2-5,,,,Female,,Yes,,Yes,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Sick Leave, Transit Support, Vision Insurance, Work From Home",,,,,,No,,,,,
,8/12/2021 18:52:29,,Game Designer / Content Designer,,Argentina,,Ciudad de Buenos Aires,,Buenos Aires,,"1,300,000.00",,ARS,,"$7,447.94",,251-1000,,6-10,,833,,Male,,cis bisexual,,No,,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture), White (Original Peoples of Eastern Europe )",,"Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.), Sick Leave, Stock Options, Work From Home",,Yes,,Yes,,Yes,,,,Networking is worth a lot. You can be an excelent devwloper but if you don't have contacts you will have lousy jobs and poor salary. Find coleagues that make you feel comfortable. If you find a group you trust you can take care of eqch other.,
,8/12/2021 18:56:49,,Programmer,,USA,,,,,,"120,000.00",,USD,,"$120,000.00",,251-1000,,11-15,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance",,No,,Yes,,No,,,,,
,8/12/2021 19:01:08,,Associate Character Artist ,,Czech Republic,,,,,,"72,000.00",,USD,,"$72,000.00",,1000+,,0-1,,34,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Paid Leave, Sick Leave, Work From Home",,Yes,,No,,No,,,,,
,8/12/2021 19:02:17,,Senior Environment Artist,,United States,,California,,San Mateo,,"95,000.00",,USD,,"$95,000.00",,51-250,,11-15,,,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance, Work From Home",,Yes,,Yes,,No,,Unionize now,,It's all about who you know,
,8/12/2021 19:03:47,,Interactive Media Designer & Developer,,USA,,,,,,"55,000.00",,USD,,"$55,000.00",,1000+,,0-1,,27,,Female,,Pansexual,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Transit Support, Vision Insurance, Work From Home, Dedicated job learning paths",,Yes,,Yes,,No,,,,,
,8/12/2021 19:10:10,,VR Developer,,United States,,,,,,"55,000.00",,USD,,"$55,000.00",,11-50,,0-1,,27,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Health Insurance (Medical), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 19:11:23,,3D Environment Artist,,United States,,California,,Mission Viejo,,"52,000.00",,USD,,"$52,000.00",,11-50,,0-1,,25,,Female,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,Flexible Work Hours,,No,,No,,No,,,,Don't give up and find a community of people you can trust,
,8/12/2021 19:11:33,,Game Designer,,United States,,California,,Rancho Santa Margarita,,"104,000.00",,USD,,"$104,000.00",,51-250,,11-15,,50,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,None (Contract),,Yes,,No,,No,,Contractor,,Know your worth!,
,8/12/2021 19:11:34,,VFX artist,,United States,,California,,,,"60,000.00",,USD,,"$60,000.00",,11-50,,2-5,,30,,Female,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Dental Insurance, Health Insurance (Medical), Life Insurance, Vision Insurance, Work From Home",,No,,No,,No,,Leaving current company for better financial opportunities ,,Keep pushing especially if you are a minority it takes a lot of effort to get your first foot in the door.,
,8/12/2021 19:16:53,,Technical Director,,United States,,California,,,,"275,000.00",,USD,,"$275,000.00",,11-50,,16+,,132,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance, Work From Home",,Yes,,Yes,,Yes,,,,,
,8/12/2021 19:17:00,,environment artist,,united states of america,,illinois,,chicago,,"65,000.00",,USD,,"$65,000.00",,51-250,,2-5,,31.25,,nonbinary,,Yes,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.), Paid Leave, Paternity Leave, Sick Leave, Stock Options, Work From Home",,Yes,,Yes,,No,,,,don't give up! ,
,8/12/2021 19:17:40,,Associate 3D Artist,,United States,,CA,,Novato,,"55,680.00",,USD,,"$55,680.00",,1000+,,2-5,,29,,Female,,No,,No,,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent), White (Original Peoples of Eastern Europe )",,"Health Savings Account (HSA), Retirement Savings Plan (RRSP, 401(k), etc.), Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Sick Leave, Stock Options, Work From Home",,No,,No,,No,,,,,
,8/12/2021 19:18:35,,Engineer,,United States,,California,,,,"225,000.00",,USD,,"$225,000.00",,11-50,,16+,,108,,Male,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Health Savings Account (HSA), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Stock Options, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 19:19:30,,Jr. Project Manager,,Canada,,Quebec,,Montreal,,"45,000.00",,CAD,,"$32,998.73",,51-250,,0-1,,,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Flexible Work Hours, Health Insurance (Medical), Life Insurance, Transit Support, Work From Home",,No,,No,,No,,,,,
,8/12/2021 19:22:16,,Writer,,United States,,California,,Los Angeles,,"95,000.00",,USD,,"$95,000.00",,251-1000,,6-10,,45.7,,Female,,No,,No,,White (Original Peoples of Eastern Europe ),,"Bonus Structure (project based, profit sharing, etc.), Dental Insurance, Health Insurance (Medical), Life Insurance, Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,Yes,,Yes,,No,,,,,
,8/12/2021 19:22:47,,Community and Marketing Manager,,United States,,New York,,,,"62,000.00",,USD,,"$62,000.00",,11-50,,2-5,,,,female,,Yes,,No,,White (Original Peoples of Eastern Europe ),,"Dental Insurance, Flexible Work Hours, Health Insurance (Medical), Maternity Leave, Retirement Savings Plan (RRSP, 401(k), etc.) + Matching Contributions, Paid Leave, Paternity Leave, Sick Leave, Vision Insurance, Work From Home",,No,,No,,No,,,,,
